nuclide,isomer_keV,isomer_t_s,signal_gateway_keV,signal_dE_keV,signal_line_keV,signal_yield,veto_gateway_keV,veto_dE_keV,veto_yield_of_signal_line,veto_p_release,veto_beta,signal_neec,veto_neec
58co,24.9,31870.8,1978.8,1953.85,934.7,1,885.63,860.68,0,0.554038,1.80378,0,0
58co,24.9,31870.8,1978.8,1953.85,934.7,1,1040.12,1015.17,0,0.593163,1.77216,0,0
58co,24.9,31870.8,1978.8,1953.85,934.7,1,1044.26,1019.31,0,0.936631,1.17666,0,0
58co,24.9,31870.8,1978.8,1953.85,934.7,1,1605.62,1580.67,0,0.758979,1.69991,0,0
58co,24.9,31870.8,1978.8,1953.85,934.7,1,1669.9,1644.95,0,0.884919,2.36897,0,0
60co,58.6,628.02,277.2,218.61,277.08,0.993049,785.71,727.12,0,0.548375,1.48175,0,0
60co,58.6,628.02,277.2,218.61,277.08,0.993049,1515.8,1457.21,0.09697,0.872242,1.22932,0,0
60co,58.6,628.02,277.2,218.61,277.08,0.993049,1808.63,1750.04,0,1,1,0,0
60co,58.6,628.02,277.2,218.61,277.08,0.993049,1830.8,1772.21,0.0658324,1,1.06583,0,0
60co,58.6,628.02,277.2,218.61,277.08,0.993049,1852.71,1794.12,0,1,1,0,0
60co,58.6,628.02,277.2,218.61,277.08,0.993049,2221.56,2162.97,0,0.569761,1.92733,0,0
60co,58.6,628.02,785.71,727.12,785.724,0.52503,277.2,218.61,0,1,0.993049,0,0
60co,58.6,628.02,785.71,727.12,785.724,0.52503,1380.97,1322.38,0,1,1.99305,0,0
60co,58.6,628.02,785.71,727.12,785.724,0.52503,1515.8,1457.21,0,0.872242,1.22932,0,0
60co,58.6,628.02,785.71,727.12,785.724,0.52503,1808.63,1750.04,0,1,1,0,0
60co,58.6,628.02,785.71,727.12,785.724,0.52503,1830.8,1772.21,0,1,1.06583,0,0
60co,58.6,628.02,785.71,727.12,785.724,0.52503,1852.71,1794.12,0,1,1,0,0
60co,58.6,628.02,785.71,727.12,785.724,0.52503,2221.56,2162.97,0,0.569761,1.92733,0,0
60co,58.6,628.02,1380.97,1322.38,1103.76,1,277.2,218.61,0,1,0.993049,0,0
60co,58.6,628.02,1380.97,1322.38,1103.76,1,785.71,727.12,0,0.548375,1.48175,0,0
60co,58.6,628.02,1380.97,1322.38,1103.76,1,1515.8,1457.21,0,0.872242,1.22932,0,0
60co,58.6,628.02,1380.97,1322.38,1103.76,1,1808.63,1750.04,0,1,1,0,0
60co,58.6,628.02,1380.97,1322.38,1103.76,1,1830.8,1772.21,0,1,1.06583,0,0
60co,58.6,628.02,1380.97,1322.38,1103.76,1,1852.71,1794.12,0,1,1,0,0
60co,58.6,628.02,1380.97,1322.38,1103.76,1,2221.56,2162.97,0,0.569761,1.92733,0,0
60co,58.6,628.02,1515.8,1457.21,1515.75,0.774593,277.2,218.61,0,1,0.993049,0,0
60co,58.6,628.02,1515.8,1457.21,1515.75,0.774593,785.71,727.12,0,0.548375,1.48175,0,0
60co,58.6,628.02,1515.8,1457.21,1515.75,0.774593,1380.97,1322.38,0,1,1.99305,0,0
60co,58.6,628.02,1515.8,1457.21,1515.75,0.774593,1808.63,1750.04,0,1,1,0,0
60co,58.6,628.02,1515.8,1457.21,1515.75,0.774593,1830.8,1772.21,0,1,1.06583,0,0
60co,58.6,628.02,1515.8,1457.21,1515.75,0.774593,1852.71,1794.12,0,1,1,0,0
60co,58.6,628.02,1515.8,1457.21,1515.75,0.774593,2221.56,2162.97,0,0.569761,1.92733,0,0
60co,58.6,628.02,1808.63,1750.04,1808.37,1,277.2,218.61,0,1,0.993049,0,0
60co,58.6,628.02,1808.63,1750.04,1808.37,1,785.71,727.12,0,0.548375,1.48175,0,0
60co,58.6,628.02,1808.63,1750.04,1808.37,1,1380.97,1322.38,0,1,1.99305,0,0
60co,58.6,628.02,1808.63,1750.04,1808.37,1,1515.8,1457.21,0,0.872242,1.22932,0,0
60co,58.6,628.02,1808.63,1750.04,1808.37,1,1830.8,1772.21,0,1,1.06583,0,0
60co,58.6,628.02,1808.63,1750.04,1808.37,1,1852.71,1794.12,0,1,1,0,0
60co,58.6,628.02,1808.63,1750.04,1808.37,1,2221.56,2162.97,0,0.569761,1.92733,0,0
60co,58.6,628.02,1830.8,1772.21,1830.76,0.933707,277.2,218.61,0,1,0.993049,0,0
60co,58.6,628.02,1830.8,1772.21,1830.76,0.933707,785.71,727.12,0,0.548375,1.48175,0,0
60co,58.6,628.02,1830.8,1772.21,1830.76,0.933707,1380.97,1322.38,0,1,1.99305,0,0
60co,58.6,628.02,1830.8,1772.21,1830.76,0.933707,1515.8,1457.21,0,0.872242,1.22932,0,0
60co,58.6,628.02,1830.8,1772.21,1830.76,0.933707,1808.63,1750.04,0,1,1,0,0
60co,58.6,628.02,1830.8,1772.21,1830.76,0.933707,1852.71,1794.12,0,1,1,0,0
60co,58.6,628.02,1830.8,1772.21,1830.76,0.933707,2221.56,2162.97,0,0.569761,1.92733,0,0
60co,58.6,628.02,1852.71,1794.12,1852.68,1,277.2,218.61,0,1,0.993049,0,0
60co,58.6,628.02,1852.71,1794.12,1852.68,1,785.71,727.12,0,0.548375,1.48175,0,0
60co,58.6,628.02,1852.71,1794.12,1852.68,1,1380.97,1322.38,0,1,1.99305,0,0
60co,58.6,628.02,1852.71,1794.12,1852.68,1,1515.8,1457.21,0,0.872242,1.22932,0,0
60co,58.6,628.02,1852.71,1794.12,1852.68,1,1808.63,1750.04,0,1,1,0,0
60co,58.6,628.02,1852.71,1794.12,1852.68,1,1830.8,1772.21,0,1,1.06583,0,0
60co,58.6,628.02,1852.71,1794.12,1852.68,1,2221.56,2162.97,0,0.569761,1.92733,0,0
60co,58.6,628.02,2221.56,2162.97,2221.49,0.526316,277.2,218.61,0,1,0.993049,0,0
60co,58.6,628.02,2221.56,2162.97,2221.49,0.526316,785.71,727.12,0,0.548375,1.48175,0,0
60co,58.6,628.02,2221.56,2162.97,2221.49,0.526316,1380.97,1322.38,0,1,1.99305,0,0
60co,58.6,628.02,2221.56,2162.97,2221.49,0.526316,1515.8,1457.21,0,0.872242,1.22932,0,0
60co,58.6,628.02,2221.56,2162.97,2221.49,0.526316,1808.63,1750.04,0,1,1,0,0
60co,58.6,628.02,2221.56,2162.97,2221.49,0.526316,1830.8,1772.21,0,1,1.06583,0,0
60co,58.6,628.02,2221.56,2162.97,2221.49,0.526316,1852.71,1794.12,0,1,1,0,0
70cu,101.1,33,320.7,219.6,78.3,0.905633,511,409.9,0,1,1,0,0
70cu,101.1,33,320.7,219.6,78.3,0.905633,1520.4,1419.3,0,0.895585,1.20588,0,0
70cu,101.1,33,511,409.9,511,1,320.7,219.6,0,1,0.905633,0,0
70cu,101.1,33,511,409.9,511,1,697.7,596.6,0,1,1.39685,0,0
70cu,101.1,33,511,409.9,511,1,1278.4,1177.3,0,1,1.4101,0,0
70cu,101.1,33,511,409.9,511,1,1520.4,1419.3,0,0.895585,1.20588,0,0
70cu,101.1,33,697.7,596.6,455.1,0.561798,320.7,219.6,0,1,0.905633,0,0
70cu,101.1,33,697.7,596.6,455.1,0.561798,511,409.9,0,1,1,0,0
70cu,101.1,33,697.7,596.6,455.1,0.561798,1278.4,1177.3,0,1,1.4101,0,0
70cu,101.1,33,697.7,596.6,455.1,0.561798,1520.4,1419.3,0,0.895585,1.20588,0,0
70cu,101.1,33,1278.4,1177.3,1035.6,0.709723,320.7,219.6,0,1,0.905633,0,0
70cu,101.1,33,1278.4,1177.3,1035.6,0.709723,511,409.9,0,1,1,0,0
70cu,101.1,33,1278.4,1177.3,1035.6,0.709723,697.7,596.6,0,1,1.39685,0,0
70cu,101.1,33,1278.4,1177.3,1035.6,0.709723,1520.4,1419.3,0,0.895585,1.20588,0,0
70cu,101.1,33,1520.4,1419.3,1277.6,0.833318,320.7,219.6,0,1,0.905633,0,0
70cu,101.1,33,1520.4,1419.3,1277.6,0.833318,511,409.9,0,1,1,0,0
70cu,101.1,33,1520.4,1419.3,1277.6,0.833318,697.7,596.6,0,1,1.39685,0,0
70cu,101.1,33,1520.4,1419.3,1277.6,0.833318,1278.4,1177.3,0,1,1.4101,0,0
70cu,242.6,6.6,1980.1,1737.5,1611.2,0.999605,368.9,126.3,0,0.626428,1.23527,0,0
69zn,438.6,49489.2,531.3,92.664,531.2,1,1458.3,1019.66,0,1,1,0,0
69zn,438.6,49489.2,531.3,92.664,531.2,1,1633.2,1194.56,0,1,1,0,0
69zn,438.6,49489.2,1180.73,742.094,1180.7,0.507357,531.3,92.664,0,1,1,0,0
69zn,438.6,49489.2,1180.73,742.094,1180.7,0.507357,1458.3,1019.66,0,1,1,0,0
69zn,438.6,49489.2,1180.73,742.094,1180.7,0.507357,1633.2,1194.56,0,1,1,0,0
69zn,438.6,49489.2,1458.3,1019.66,1458.3,1,531.3,92.664,0,1,1,0,0
69zn,438.6,49489.2,1458.3,1019.66,1458.3,1,1180.73,742.094,0,1,1.49283,0,0
69zn,438.6,49489.2,1458.3,1019.66,1458.3,1,1633.2,1194.56,0,1,1,0,0
69zn,438.6,49489.2,1458.3,1019.66,1458.3,1,2032.8,1594.16,0,1,2.06489,0,0
69zn,438.6,49489.2,1633.2,1194.56,1633.2,1,531.3,92.664,0,1,1,0,0
69zn,438.6,49489.2,1633.2,1194.56,1633.2,1,1180.73,742.094,0,1,1.49283,0,0
69zn,438.6,49489.2,1633.2,1194.56,1633.2,1,1458.3,1019.66,0,1,1,0,0
69zn,438.6,49489.2,1633.2,1194.56,1633.2,1,2032.8,1594.16,0,1,2.06489,0,0
69zn,438.6,49489.2,2032.8,1594.16,531.2,0.750541,1458.3,1019.66,0,1,1,0,0
69zn,438.6,49489.2,2032.8,1594.16,531.2,0.750541,1633.2,1194.56,0,1,1,0,0
71zn,155.6,14932.8,468.4,312.78,468.4,0.997566,1261.2,1105.58,0,1,2.17291,0,0
71zn,155.6,14932.8,468.4,312.78,468.4,0.997566,2179.2,2023.58,0,0.735294,1.86243,0,0
71zn,155.6,14932.8,1261.2,1105.58,586.6,1,468.4,312.78,0,1,0.997566,0,0
71zn,155.6,14932.8,1261.2,1105.58,586.6,1,2179.2,2023.58,0,0.735294,1.86243,0,0
71zn,155.6,14932.8,2179.2,2023.58,1504.8,0.735294,468.4,312.78,0,1,0.997566,0,0
71zn,155.6,14932.8,2179.2,2023.58,1504.8,0.735294,1261.2,1105.58,0,1,2.17291,0,0
74ga,59.6,9.5,145.032,85.461,88.496,0.498912,894.11,834.539,0,0.71466,2.10242,0,0
74ga,59.6,9.5,894.11,834.539,752.82,0.30581,145.032,85.461,0,0.690994,1.30771,0,0
75ge,139.7,47.7,253.15,113.46,253,0.985222,574.7,435.01,0,0.993566,1.0544,0,0
75ge,139.7,47.7,457.07,317.38,253,0.497126,574.7,435.01,0,0.993566,1.0544,0,0
75ge,139.7,47.7,574.7,435.01,574.8,0.942241,253.15,113.46,0,1,0.985222,0,0
75ge,139.7,47.7,574.7,435.01,574.8,0.942241,457.07,317.38,0,1,1.47994,0,0
75ge,139.7,47.7,574.7,435.01,574.8,0.942241,1136.93,997.24,0.0534866,0.701456,1.95948,0,0
75ge,139.7,47.7,574.7,435.01,574.8,0.942241,1257,1117.31,0,1,2.47994,0,0
75ge,139.7,47.7,574.7,435.01,574.8,0.942241,1869.43,1729.74,0,0.678594,2.16206,0,0
75ge,139.7,47.7,1136.93,997.24,820.1,0.436656,253.15,113.46,0,1,0.985222,0,0
75ge,139.7,47.7,1136.93,997.24,820.1,0.436656,457.07,317.38,0,1,1.47994,0,0
75ge,139.7,47.7,1136.93,997.24,820.1,0.436656,574.7,435.01,0,0.993566,1.0544,0,0
75ge,139.7,47.7,1136.93,997.24,820.1,0.436656,1240.75,1101.06,0,0.922436,2.13598,0,0
75ge,139.7,47.7,1136.93,997.24,820.1,0.436656,1257,1117.31,0,1,2.47994,0,0
75ge,139.7,47.7,1136.93,997.24,820.1,0.436656,1869.43,1729.74,0,0.678594,2.16206,0,0
75ge,139.7,47.7,1240.75,1101.06,253,0.509908,574.7,435.01,0,0.993566,1.0544,0,0
75ge,139.7,47.7,1257,1117.31,799.9,1,253.15,113.46,0,1,0.985222,0,0
75ge,139.7,47.7,1257,1117.31,799.9,1,457.07,317.38,0,1,1.47994,0,0
75ge,139.7,47.7,1257,1117.31,799.9,1,574.7,435.01,0,0.993566,1.0544,0,0
75ge,139.7,47.7,1257,1117.31,799.9,1,1136.93,997.24,0,0.701456,1.95948,0,0
75ge,139.7,47.7,1257,1117.31,799.9,1,1240.75,1101.06,0,0.922436,2.13598,0,0
75ge,139.7,47.7,1257,1117.31,799.9,1,1869.43,1729.74,0,0.678594,2.16206,0,0
75ge,139.7,47.7,1869.43,1729.74,1284.6,0.458716,253.15,113.46,0,1,0.985222,0,0
75ge,139.7,47.7,1869.43,1729.74,1284.6,0.458716,457.07,317.38,0,1,1.47994,0,0
75ge,139.7,47.7,1869.43,1729.74,1284.6,0.458716,574.7,435.01,0,0.993566,1.0544,0,0
75ge,139.7,47.7,1869.43,1729.74,1284.6,0.458716,1136.93,997.24,0,0.701456,1.95948,0,0
75ge,139.7,47.7,1869.43,1729.74,1284.6,0.458716,1240.75,1101.06,0,0.922436,2.13598,0,0
75ge,139.7,47.7,1869.43,1729.74,1284.6,0.458716,1257,1117.31,0,1,2.47994,0,0
77ge,159.7,53.7,421.39,261.68,421.37,1,492.05,332.34,0,0.925926,1,0,0
77ge,159.7,53.7,421.39,261.68,421.37,1,884.19,724.48,0,1,1,0,0
77ge,159.7,53.7,492.05,332.34,492,0.925926,421.39,261.68,0,1,1,0,0
77ge,159.7,53.7,492.05,332.34,492,0.925926,504.76,345.05,0,1,1.29478,0,0
77ge,159.7,53.7,492.05,332.34,492,0.925926,884.19,724.48,0,1,1,0,0
77ge,159.7,53.7,492.05,332.34,492,0.925926,1385.28,1225.57,0,0.688757,2.34425,0,0
77ge,159.7,53.7,492.05,332.34,492,0.925926,1535.28,1375.57,0,0.901971,2.00459,0,0
77ge,159.7,53.7,492.05,332.34,492,0.925926,1663.76,1504.05,0,0.649098,1.7788,0,0
77ge,159.7,53.7,492.05,332.34,492,0.925926,1775.34,1615.63,0,0.78125,2,0,0
77ge,159.7,53.7,492.05,332.34,492,0.925926,1836.08,1676.37,0,0.688757,3.34425,0,0
77ge,159.7,53.7,492.05,332.34,492,0.925926,1951.79,1792.08,0,1,2.14964,0,0
77ge,159.7,53.7,492.05,332.34,492,0.925926,2063.28,1903.57,0,0.825787,1.97283,0,0
77ge,159.7,53.7,492.05,332.34,492,0.925926,2118.81,1959.1,0,1,2,0,0
77ge,159.7,53.7,504.76,345.05,504.79,0.705219,421.39,261.68,0,1,1,0,0
77ge,159.7,53.7,504.76,345.05,504.79,0.705219,492.05,332.34,0,0.925926,1,0,0
77ge,159.7,53.7,504.76,345.05,504.79,0.705219,884.19,724.48,0,1,1,0,0
77ge,159.7,53.7,504.76,345.05,504.79,0.705219,1535.28,1375.57,0,0.901971,2.00459,0,0
77ge,159.7,53.7,504.76,345.05,504.79,0.705219,1663.76,1504.05,0,0.649098,1.7788,0,0
77ge,159.7,53.7,504.76,345.05,504.79,0.705219,1775.34,1615.63,0,0.78125,2,0,0
77ge,159.7,53.7,504.76,345.05,504.79,0.705219,2118.81,1959.1,0,1,2,0,0
77ge,159.7,53.7,884.19,724.48,884.24,1,421.39,261.68,0,1,1,0,0
77ge,159.7,53.7,884.19,724.48,884.24,1,492.05,332.34,0,0.925926,1,0,0
77ge,159.7,53.7,884.19,724.48,884.24,1,504.76,345.05,0,1,1.29478,0,0
77ge,159.7,53.7,884.19,724.48,884.24,1,1385.28,1225.57,0,0.688757,2.34425,0,0
77ge,159.7,53.7,884.19,724.48,884.24,1,1535.28,1375.57,0,0.901971,2.00459,0,0
77ge,159.7,53.7,884.19,724.48,884.24,1,1663.76,1504.05,0,0.649098,1.7788,0,0
77ge,159.7,53.7,884.19,724.48,884.24,1,1775.34,1615.63,0,0.78125,2,0,0
77ge,159.7,53.7,884.19,724.48,884.24,1,1836.08,1676.37,0,0.688757,3.34425,0,0
77ge,159.7,53.7,884.19,724.48,884.24,1,2063.28,1903.57,0,0.825787,1.97283,0,0
77ge,159.7,53.7,884.19,724.48,884.24,1,2118.81,1959.1,0,1,2,0,0
77ge,159.7,53.7,1385.28,1225.57,624.71,0.28131,421.39,261.68,0,1,1,0,0
77ge,159.7,53.7,1385.28,1225.57,624.71,0.28131,492.05,332.34,0,0.925926,1,0,0
77ge,159.7,53.7,1385.28,1225.57,624.71,0.28131,504.76,345.05,0,1,1.29478,0,0
77ge,159.7,53.7,1385.28,1225.57,624.71,0.28131,884.19,724.48,0,1,1,0,0
77ge,159.7,53.7,1385.28,1225.57,624.71,0.28131,1535.28,1375.57,0,0.901971,2.00459,0,0
77ge,159.7,53.7,1385.28,1225.57,624.71,0.28131,1663.76,1504.05,0,0.649098,1.7788,0,0
77ge,159.7,53.7,1385.28,1225.57,624.71,0.28131,1775.34,1615.63,0,0.78125,2,0,0
77ge,159.7,53.7,1385.28,1225.57,624.71,0.28131,1951.79,1792.08,0,1,2.14964,0,0
77ge,159.7,53.7,1385.28,1225.57,624.71,0.28131,2063.28,1903.57,0,0.825787,1.97283,0,0
77ge,159.7,53.7,1385.28,1225.57,624.71,0.28131,2118.81,1959.1,0,1,2,0,0
77ge,159.7,53.7,1535.28,1375.57,421.37,0.901356,492.05,332.34,0,0.925926,1,0,0
77ge,159.7,53.7,1535.28,1375.57,421.37,0.901356,884.19,724.48,0,1,1,0,0
77ge,159.7,53.7,1663.76,1504.05,421.37,0.648036,492.05,332.34,0,0.925926,1,0,0
77ge,159.7,53.7,1663.76,1504.05,421.37,0.648036,884.19,724.48,0,1,1,0,0
77ge,159.7,53.7,1775.34,1615.63,1353.94,0.78125,421.39,261.68,0,1,1,0,0
77ge,159.7,53.7,1775.34,1615.63,1353.94,0.78125,492.05,332.34,0,0.925926,1,0,0
77ge,159.7,53.7,1775.34,1615.63,1353.94,0.78125,504.76,345.05,0,1,1.29478,0,0
77ge,159.7,53.7,1775.34,1615.63,1353.94,0.78125,884.19,724.48,0,1,1,0,0
77ge,159.7,53.7,1775.34,1615.63,1353.94,0.78125,1385.28,1225.57,0,0.688757,2.34425,0,0
77ge,159.7,53.7,1775.34,1615.63,1353.94,0.78125,1535.28,1375.57,0,0.901971,2.00459,0,0
77ge,159.7,53.7,1775.34,1615.63,1353.94,0.78125,1663.76,1504.05,0,0.649098,1.7788,0,0
77ge,159.7,53.7,1775.34,1615.63,1353.94,0.78125,1836.08,1676.37,0,0.688757,3.34425,0,0
77ge,159.7,53.7,1775.34,1615.63,1353.94,0.78125,1951.79,1792.08,0,1,2.14964,0,0
77ge,159.7,53.7,1775.34,1615.63,1353.94,0.78125,2063.28,1903.57,0,0.825787,1.97283,0,0
77ge,159.7,53.7,1775.34,1615.63,1353.94,0.78125,2118.81,1959.1,0,1,2,0,0
77ge,159.7,53.7,1836.08,1676.37,450.8,1,421.39,261.68,0,1,1,0,0
77ge,159.7,53.7,1836.08,1676.37,450.8,1,492.05,332.34,0,0.925926,1,0,0
77ge,159.7,53.7,1836.08,1676.37,450.8,1,504.76,345.05,0,1,1.29478,0,0
77ge,159.7,53.7,1836.08,1676.37,450.8,1,884.19,724.48,0,1,1,0,0
77ge,159.7,53.7,1836.08,1676.37,450.8,1,1385.28,1225.57,0,0.688757,2.34425,0,0
77ge,159.7,53.7,1836.08,1676.37,450.8,1,1535.28,1375.57,0,0.901971,2.00459,0,0
77ge,159.7,53.7,1836.08,1676.37,450.8,1,1663.76,1504.05,0,0.649098,1.7788,0,0
77ge,159.7,53.7,1836.08,1676.37,450.8,1,1775.34,1615.63,0,0.78125,2,0,0
77ge,159.7,53.7,1836.08,1676.37,450.8,1,1951.79,1792.08,0,1,2.14964,0,0
77ge,159.7,53.7,1836.08,1676.37,450.8,1,2063.28,1903.57,0,0.825787,1.97283,0,0
77ge,159.7,53.7,1836.08,1676.37,450.8,1,2118.81,1959.1,0,1,2,0,0
77ge,159.7,53.7,1951.79,1792.08,1446.87,0.507614,421.39,261.68,0,1,1,0,0
77ge,159.7,53.7,1951.79,1792.08,1446.87,0.507614,492.05,332.34,0,0.925926,1,0,0
77ge,159.7,53.7,1951.79,1792.08,1446.87,0.507614,504.76,345.05,0,1,1.29478,0,0
77ge,159.7,53.7,1951.79,1792.08,1446.87,0.507614,884.19,724.48,0,1,1,0,0
77ge,159.7,53.7,1951.79,1792.08,1446.87,0.507614,1385.28,1225.57,0,0.688757,2.34425,0,0
77ge,159.7,53.7,1951.79,1792.08,1446.87,0.507614,1535.28,1375.57,0,0.901971,2.00459,0,0
77ge,159.7,53.7,1951.79,1792.08,1446.87,0.507614,1663.76,1504.05,0,0.649098,1.7788,0,0
77ge,159.7,53.7,1951.79,1792.08,1446.87,0.507614,1775.34,1615.63,0,0.78125,2,0,0
77ge,159.7,53.7,1951.79,1792.08,1446.87,0.507614,1836.08,1676.37,0,0.688757,3.34425,0,0
77ge,159.7,53.7,1951.79,1792.08,1446.87,0.507614,2063.28,1903.57,0,0.825787,1.97283,0,0
77ge,159.7,53.7,1951.79,1792.08,1446.87,0.507614,2118.81,1959.1,0,1,2,0,0
77ge,159.7,53.7,2063.28,1903.57,1558.48,0.492126,421.39,261.68,0,1,1,0,0
77ge,159.7,53.7,2063.28,1903.57,1558.48,0.492126,492.05,332.34,0,0.925926,1,0,0
77ge,159.7,53.7,2063.28,1903.57,1558.48,0.492126,504.76,345.05,0,1,1.29478,0,0
77ge,159.7,53.7,2063.28,1903.57,1558.48,0.492126,884.19,724.48,0,1,1,0,0
77ge,159.7,53.7,2063.28,1903.57,1558.48,0.492126,1385.28,1225.57,0,0.688757,2.34425,0,0
77ge,159.7,53.7,2063.28,1903.57,1558.48,0.492126,1535.28,1375.57,0,0.901971,2.00459,0,0
77ge,159.7,53.7,2063.28,1903.57,1558.48,0.492126,1663.76,1504.05,0,0.649098,1.7788,0,0
77ge,159.7,53.7,2063.28,1903.57,1558.48,0.492126,1775.34,1615.63,0,0.78125,2,0,0
77ge,159.7,53.7,2063.28,1903.57,1558.48,0.492126,1836.08,1676.37,0,0.688757,3.34425,0,0
77ge,159.7,53.7,2063.28,1903.57,1558.48,0.492126,1951.79,1792.08,0,1,2.14964,0,0
77ge,159.7,53.7,2063.28,1903.57,1558.48,0.492126,2118.81,1959.1,0,1,2,0,0
77ge,159.7,53.7,2118.81,1959.1,1697.4,1,421.39,261.68,0,1,1,0,0
77ge,159.7,53.7,2118.81,1959.1,1697.4,1,492.05,332.34,0,0.925926,1,0,0
77ge,159.7,53.7,2118.81,1959.1,1697.4,1,504.76,345.05,0,1,1.29478,0,0
77ge,159.7,53.7,2118.81,1959.1,1697.4,1,884.19,724.48,0,1,1,0,0
77ge,159.7,53.7,2118.81,1959.1,1697.4,1,1385.28,1225.57,0,0.688757,2.34425,0,0
77ge,159.7,53.7,2118.81,1959.1,1697.4,1,1535.28,1375.57,0,0.901971,2.00459,0,0
77ge,159.7,53.7,2118.81,1959.1,1697.4,1,1663.76,1504.05,0,0.649098,1.7788,0,0
77ge,159.7,53.7,2118.81,1959.1,1697.4,1,1775.34,1615.63,0,0.78125,2,0,0
77ge,159.7,53.7,2118.81,1959.1,1697.4,1,1836.08,1676.37,0,0.688757,3.34425,0,0
77ge,159.7,53.7,2118.81,1959.1,1697.4,1,1951.79,1792.08,0,1,2.14964,0,0
77ge,159.7,53.7,2118.81,1959.1,1697.4,1,2063.28,1903.57,0,0.825787,1.97283,0,0
79ge,185.9,39,464.73,278.78,464.79,0.987459,1104.4,918.45,0,0.546448,1,0,0
79ge,185.9,39,607.16,421.21,464.79,0.318147,1104.4,918.45,0,0.546448,1,0,0
79ge,185.9,39,1104.4,918.45,1104.38,0.546448,464.73,278.78,0,0.987459,1,0,0
79ge,185.9,39,1104.4,918.45,1104.38,0.546448,607.16,421.21,0,0.874051,1.50505,0,0
81ge,679.1,6,1241.44,562.305,530.22,0.858369,711.208,32.068,0,1,0.999159,0,0
73se,25.7,2388,574.76,549.05,279.4,0.623947,295.41,269.7,0,0.985737,1.02521,0,0
73se,25.7,2388,574.76,549.05,279.4,0.623947,724.62,698.91,0,0.608014,1.98622,0,0
73se,25.7,2388,724.62,698.91,532.2,0.480769,295.41,269.7,0,0.985737,1.02521,0,0
73se,25.7,2388,724.62,698.91,532.2,0.480769,574.76,549.05,0,0.685888,2.30916,0,0
77se,161.9,17.36,238.999,77.0765,238.996,0.989315,249.788,87.8662,0,0.659765,0.946279,0,0
77se,161.9,17.36,238.999,77.0765,238.996,0.989315,520.639,358.716,0.0911605,0.995574,1.1033,0,0
77se,161.9,17.36,238.999,77.0765,238.996,0.989315,581.011,419.088,0.085711,0.557269,1.83264,0,0
77se,161.9,17.36,238.999,77.0765,238.996,0.989315,978.3,816.378,0.0511404,0.575336,2.021,0,0
77se,161.9,17.36,249.788,87.8662,249.786,0.641545,238.999,77.0765,0,1,0.989315,0,0
77se,161.9,17.36,249.788,87.8662,249.786,0.641545,439.452,277.529,0,0.991849,1.4343,0,0
77se,161.9,17.36,249.788,87.8662,249.786,0.641545,520.639,358.716,0,0.995574,1.1033,0,0
77se,161.9,17.36,249.788,87.8662,249.786,0.641545,808.185,646.263,0,0.98121,2.20346,0,0
77se,161.9,17.36,249.788,87.8662,249.786,0.641545,946.982,785.06,0,0.518678,1.65788,0,0
77se,161.9,17.36,249.788,87.8662,249.786,0.641545,1172.49,1010.57,0,0.989968,2.56955,0,0
77se,161.9,17.36,249.788,87.8662,249.786,0.641545,1282.8,1120.88,0,0.988702,2.6618,0,0
77se,161.9,17.36,249.788,87.8662,249.786,0.641545,1402.48,1240.56,0,0.964693,1.99649,0,0
77se,161.9,17.36,249.788,87.8662,249.786,0.641545,1488.24,1326.31,0.0514359,0.890597,2.14341,0,0
77se,161.9,17.36,249.788,87.8662,249.786,0.641545,1616.61,1454.69,0,0.982789,3.26948,0,0
77se,161.9,17.36,249.788,87.8662,249.786,0.641545,2392.95,2231.03,0,0.743459,2.32957,0,0
77se,161.9,17.36,439.452,277.529,439.453,0.546642,238.999,77.0765,0,1,0.989315,0,0
77se,161.9,17.36,439.452,277.529,439.453,0.546642,249.788,87.8662,0,0.659765,0.946279,0,0
77se,161.9,17.36,439.452,277.529,439.453,0.546642,520.639,358.716,0,0.995574,1.1033,0,0
77se,161.9,17.36,439.452,277.529,439.453,0.546642,581.011,419.088,0,0.557269,1.83264,0,0
77se,161.9,17.36,439.452,277.529,439.453,0.546642,946.982,785.06,0,0.518678,1.65788,0,0
77se,161.9,17.36,439.452,277.529,439.453,0.546642,978.3,816.378,0.0538406,0.575336,2.021,0,0
77se,161.9,17.36,439.452,277.529,439.453,0.546642,1351.58,1189.66,0,0.584835,2.87528,0,0
77se,161.9,17.36,439.452,277.529,439.453,0.546642,1402.48,1240.56,0,0.964693,1.99649,0,0
77se,161.9,17.36,439.452,277.529,439.453,0.546642,1411.63,1249.7,0,0.88405,1.77968,0,0
77se,161.9,17.36,439.452,277.529,439.453,0.546642,2392.95,2231.03,0,0.743459,2.32957,0,0
77se,161.9,17.36,520.639,358.716,520.639,0.894528,238.999,77.0765,0,1,0.989315,0,0
77se,161.9,17.36,520.639,358.716,520.639,0.894528,249.788,87.8662,0,0.659765,0.946279,0,0
77se,161.9,17.36,520.639,358.716,520.639,0.894528,439.452,277.529,0,0.991849,1.4343,0,0
77se,161.9,17.36,520.639,358.716,520.639,0.894528,581.011,419.088,0,0.557269,1.83264,0,0
77se,161.9,17.36,520.639,358.716,520.639,0.894528,808.185,646.263,0,0.98121,2.20346,0,0
77se,161.9,17.36,520.639,358.716,520.639,0.894528,946.982,785.06,0,0.518678,1.65788,0,0
