nuclide,Z,A,state_index,E_keV,t_half_s,lambda_m_per_s,Jpi,decay_modes
155Tmm,69,155,1,41.0,45.0,0.015403270679109895,1/2+,B+~100;A ?
155Lum,71,155,1,21.0,0.138,5.022805656231487,1/2+,A=76 16;B+=24 16
155Lun,71,155,2,1780.3,0.00269,257.6755318066711,25/2-#,A~100;IT ?
156Ndm,60,156,1,1431.3,3.65e-07,1899033.3713971104,(5-),IT=100
156Pmm,61,156,1,150.3,2.3,0.3013683393738893,1+#,IT~98;B-~2
156Smm,62,156,1,1397.55,1.85e-07,3746741.5165402447,5-,IT=100
156Gdm,64,156,1,2137.6,1.3e-06,533190.1388922656,7-,IT=100
156Tbm,65,156,1,88.4,19080.0,3.6328468582806354e-05,(0+),IT=?;B+=?
156Tbn,65,156,2,100.0,87840.0,7.891019815117774e-06,(7-),IT=?;B- ?
156Hom,67,156,1,52.37,9.5,0.07296286111157319,1-*,IT~100;B+ ?
156Hon,67,156,2,230.0,456.0,0.001520059606491108,9+,B+~75;IT ?
156Lum,71,156,1,10.0,0.198,3.5007433361613396,10+,A~100;B+ ?
156Lun,71,156,2,2611.0,1.79e-07,3872330.6176533257,19-,IT=100
156Hfm,72,156,1,1958.8,0.00047999999999999996,1444.0566261665529,(8+),A~100;IT ?
156Tam,73,156,1,94.0,0.36,1.925408834888737,(9+),B+=95.8 9;p=4.2 9
157Gdm,64,157,1,63.916,4.6000000000000004e-07,1506841.6968694462,5/2+,IT=100
157Gdn,64,157,2,426.539,1.85e-05,37467.415165402446,11/2-,IT=100
157Dym,66,157,1,161.99,1.3e-06,533190.1388922656,9/2+,IT=100
157Dyn,66,157,2,199.38,0.0216,32.09014724814561,11/2-,IT=100
157Erm,68,157,1,155.4,0.076,9.120357638946649,9/2+,IT=100
157Tmm,69,157,1,100.0,1.6,0.43321698784996576,7/2-#,B+ ?; IT ?
157Lum,71,157,1,20.9,4.79,0.1447071358162725,(11/2-),B+=92.3 19;A=7.7 19
157Tam,73,157,1,22.0,0.0043,161.197018734871,11/2-,A~100;B+ ?;p=0
157Tan,73,157,2,1593.0,0.0017,407.73363562349726,25/2-#,A=100
158Ndm,60,158,1,1648.1,3.39e-07,2044681.9485544108,(6-),IT=100
158Tbm,65,158,1,110.3,10.7,0.06478011033270517,0-,IT~100;B- ?;B+ ?
158Tbn,65,158,2,388.39,0.00039999999999999996,1732.8679513998634,7-,IT=100
158Hom,67,158,1,67.2,1680.0,0.00041258760747615793,2-*,IT~91 6;B+~9 6
158Hon,67,158,2,91.595,1.4e-07,4951051.289713895,(2-),IT=100
158Hop,67,158,3,180.0,1278.0,0.0005423686858841512,(9+),B+~100;IT ?
158Tam,73,158,1,141.0,0.036000000000000004,19.254088348887368,(9)+,A=95 5;B+ ?;IT ?
158Tan,73,158,2,2808.0,6.099999999999999e-06,113630.68533769596,(19-),IT=98.6 2;A=1.4 2
158Wm,74,158,1,1889.0,0.000143,4847.183080838778,(8+),A=100;IT ?
159Pmm,61,159,1,1465.0,4.42e-06,156820.62908596048,17/2+#,IT=100
159Smm,62,159,1,1276.5,1.16e-07,5975406.728965045,(15/2+),IT=100
159Dym,66,159,1,352.77,0.000122,5681.534266884798,11/2-,IT=100
159Hom,67,159,1,205.91,8.3,0.08351170850119823,1/2+,IT=100
159Erm,68,159,1,182.602,3.37e-07,2056816.55952506,9/2+,IT=100
159Ern,68,159,2,429.05,5.900000000000001e-07,1174825.729762619,11/2-,IT=100
159Lum,71,159,1,100.0,10.0,0.06931471805599453,11/2-#,B+ ?;IT ?;A ?
159Tam,73,159,1,64.0,0.56,1.2377628224284736,11/2-,A=55 1;B+=45 1
159Rem,75,159,1,210.0,1.9999999999999998e-05,34657.35902799727,11/2-,p=92.5 35;A=7.5 35
160Ndm,60,160,1,1107.9,1.6299999999999999e-06,425243.6690551812,(4-),IT=100
160Smm,62,160,1,1361.3,1.2000000000000002e-07,5776226.50466621,(5-),IT=100
160Smn,62,160,2,2757.3,1.8e-06,385081.7669777474,(11+),IT=100
160Eum,63,160,1,93.0,30.8,0.02250477858960861,(1-),B-=100
160Hom,67,160,1,59.98,18072.0,3.8354757667106313e-05,2-*,IT=73 3;B+=27 3
160Tmm,69,160,1,67.0,74.5,0.009303989000804634,(5+),IT=85 5;B+=15 5
160Tam,73,160,1,110.0,1.55,0.4471917293935131,"(9,10)+",B+ ?;A=?
160Rem,75,160,1,177.0,2.8e-06,247552.56448569475,(9+),IT=100
161Pmm,61,161,1,965.9,8.9e-07,778817.0568089273,(13/2+),IT=100
161Smm,62,161,1,1388.1,2.6e-06,266595.0694461328,(17/2-),IT=100
161Dym,66,161,1,485.56,7.6e-07,912035.7638946648,11/2-,IT=100
161Hom,67,161,1,211.15,6.76,0.10253656517158954,1/2+,IT=100
161Erm,68,161,1,396.44,7.499999999999999e-06,92419.62407465938,11/2-,IT=100
161Tmm,69,161,1,7.51,300.0,0.0023104906018664843,(1/2+),B+ ?;IT ?
161Tmn,69,161,2,78.2,1.1e-07,6301338.005090412,7/2-,IT=100
161Lum,71,161,1,182.0,0.0073,94.95166856985551,(9/2-),IT~100;B+ ?
161Hfm,72,161,1,329.0,4.8e-06,144405.6626166553,(13/2+),IT=100
161Tam,73,161,1,61.0,3.08,0.22504778589608612,(11/2-),B+=93 3;A=7 3
161Rem,75,161,1,123.7,0.0147,47.15286942584662,11/2-,A=93.0 3;p=7.0 3
162Smm,62,162,1,1009.4,1.78e-06,389408.52840446366,(4-),IT=100
162Eum,63,162,1,158.0,15.0,0.046209812037329684,(6+),B-=100
162Tbm,65,162,1,286.0,600.0,0.0011552453009332421,4-#,B- ?; IT ?
162Dym,66,162,1,2188.1,8.3e-06,83511.70850119823,8+,IT=100
162Hom,67,162,1,105.87,4020.0,0.00017242467178108092,6-*,IT=62;B+=38
162Erm,68,162,1,2026.01,8.800000000000001e-08,7876672.506363014,7(-),IT=100
162Tmm,69,162,1,130.0,24.3,0.028524575331684992,5+,IT=81 4;B+=19 4
162Lum,71,162,1,120.0,90.0,0.007701635339554948,4-#,B+~100;IT ?
162Lun,71,162,2,300.0,114.0,0.006080238425964432,9-#,B+ ?;IT ?
162Tam,73,162,1,120.0,5.0,0.13862943611198905,7+#,B+ ?;IT ?;A ?
162Rem,75,162,1,175.0,0.077,9.001911435843445,(9)+,A=91 5;B+ ?
163Eum,63,163,1,964.5,9.11e-07,760864.0840394569,(13/2-),IT=100
163Gdm,64,163,1,138.22,23.5,0.029495624704678522,1/2-,IT= ?;B- ?
163Hom,67,163,1,297.88,1.09,0.6359148445504085,1/2+,IT=100
163Hon,67,163,2,2109.4,8.000000000000001e-07,866433.9756999315,(23/2+),IT=100
163Erm,68,163,1,445.5,5.800000000000001e-07,1195081.345793009,(11/2-),IT=100
163Tmm,69,163,1,86.92,3.8e-07,1824071.5277893296,(7/2)-,IT=100
163Tam,73,163,1,138.0,10.0,0.06931471805599453,9/2-,B+ ?;A ?;IT ?
163Wm,74,163,1,480.3,1.54e-07,4500955.717921723,13/2+,IT=100
163Rem,75,163,1,120.0,0.214,3.2390055166352583,11/2-,A=66 4;B+ ?
164Smm,62,164,1,1485.5,6.000000000000001e-07,1155245.300933242,(6-),IT=100
164Gdm,64,164,1,1095.8,5.89e-07,1176820.340509245,(4-),IT=100
164Tbm,65,164,1,145.0,120.0,0.0057762265046662105,2+#,B- ?; IT ?
164Hom,67,164,1,139.78,2196.0,0.000315640792604711,6-*,IT=100
164Tmm,69,164,1,20.0,306.0,0.0022651868645749847,6-*,IT~80;B+~20
164Irm,77,164,1,260.0,7e-05,9902.10257942779,(9+),p=?;A=4 2;B+ ?
165Tbm,65,165,1,207.0,8.1e-07,855737.2599505498,(7/2-),IT=100
165Dym,66,165,1,108.1552,75.41999999999999,0.009190495631927146,1/2-,IT=97.76 11;B-=2.24 11
165Hom,67,165,1,361.675,1.5119999999999999e-06,458430.6749735088,3/2+,IT=100
165Erm,68,165,1,551.3,2.5000000000000004e-07,2772588.7222397807,11/2-,IT=100
165Ern,68,165,2,1823.0,3.7e-07,1873370.7582701223,(19/2),IT=100
165Tmm,69,165,1,80.37,7.999999999999999e-05,8664.339756999318,7/2+,IT=100
165Tmn,69,165,2,160.47,9e-06,77016.35339554948,7/2-,IT=100
165Ybm,70,165,1,126.8,3.0000000000000004e-07,2310490.601866484,9/2+,IT=100
165Tam,73,165,1,24.0,30.0,0.023104906018664842,(9/2-),B+ ?; A ?
165Rem,75,165,1,28.0,1.74,0.3983604485976697,(11/2-),B+=87 1;A=13 1
165Irm,77,165,1,180.0,0.000325,2132.7605555690625,(11/2-),p=88 2;A=12 2
166Gdm,64,166,1,1601.5,9.5e-07,729628.6111157319,(6-),IT=100
166Tbm,65,166,1,159.0,3.5e-06,198042.0515885558,4-#,IT=100
166Hom,67,166,1,5.969,35741374387.6,1.939341148560934e-11,7-,B-=100
166Hon,67,166,2,190.9021,0.000185,3746.741516540245,3+,IT=100
166Tmm,69,166,1,122.0,0.34800000000000003,1.9918022429883484,(6-),IT=100
166Tmn,69,166,2,244.0,2e-06,346573.59027997265,(6-),IT=100
166Lum,71,166,1,34.37,84.6,0.008193229084632924,3-*,B+=58 5;IT=42 5
166Lun,71,166,2,43.0,127.2,0.005449270287420953,0-*,B+=90 6;IT ?
166Rep,75,166,3,280.0,3.0,0.23104906018664842,3-#,B+ ?;A ?;IT ?
166Irm,77,166,1,171.0,0.0151,45.90378679204935,(9)+,A=98.2 6;p=1.8 6
167Tbm,65,167,1,200.0,1.2e-06,577622.6504666212,(7/2-),IT=100
167Hom,67,167,1,259.34,6e-06,115524.53009332421,3/2+,IT=100
167Erm,68,167,1,207.801,2.269,0.30548575608635753,1/2-,IT=100
167Tmm,69,167,1,179.48,1.16e-06,597540.6728965046,7/2+,IT=100
167Tmn,69,167,2,292.82,9e-07,770163.5339554948,7/2-,IT=100
167Rem,75,167,1,131.0,5.9,0.11748257297626191,1/2+,B+ ?;A=?
167Osm,76,167,1,434.3,6.720000000000001e-07,1031469.0186903946,13/2+,IT=100
167Irm,77,167,1,175.5,0.0285,24.32095370385773,11/2-,A=89 3;B+ ?;p=0.41 6
168Tbm,65,168,1,211.0,7.1e-07,976263.6345914722,(6+),IT=100
168Dym,66,168,1,1378.2,5.699999999999999e-07,1216047.6851928865,(4-),IT=100
168Hom,67,168,1,59.0,132.0,0.00525111500424201,(6+),IT~100;B- ?
168Hop,67,168,3,192.57,1.08e-07,6418029.449629123,1+,IT=100
168Erm,68,168,1,1094.0383,1.0900000000000001e-07,6359148.445504084,4-,IT=100
168Lum,71,168,1,160.0,402.0,0.001724246717810809,3+*,B+~100;IT ?
168Irm,77,168,1,40.0,0.163,4.252436690551812,"(9,10)+",A=77 9;B+ ?;B+p ?
169Dym,66,169,1,166.1,1.26e-06,550116.8099682105,(1/2-),IT=100
169Hom,67,169,1,1386.2,0.000118,5874.128648813096,(19/2+),IT=100
169Erm,68,169,1,92.05,2.85e-07,2432095.3703857725,(5/2)-,IT=100
169Ern,68,169,2,243.69,2.0000000000000002e-07,3465735.902799726,7/2+,IT=100
169Tmm,69,169,1,316.1463,6.599e-07,1050382.1496589563,7/2+,IT=100
169Ybm,70,169,1,24.1999,46.0,0.015068416968694463,1/2-*,IT=100
169Lum,71,169,1,29.0,160.0,0.004332169878499658,1/2-*,IT=100
169Rem,75,169,1,175.0,15.1,0.04590378679204936,"(1/2+,3/2+)",B+ ?;A= ?;IT ?
169Irm,77,169,1,153.0,0.28,2.475525644856947,(11/2-),A=79 5;B+ ?;p ?
170Dym,66,170,1,1643.8,9.9e-07,700148.6672322679,(6+),IT=100
170Hom,67,170,1,100.0,43.0,0.0161197018734871,(1+),B-=100
170Tmm,69,170,1,183.197,4.1199999999999995e-06,168239.60693202558,3+,IT=100
170Ybm,70,170,1,1258.46,3.7e-07,1873370.7582701223,4-,IT=100
170Lum,71,170,1,92.91,0.67,1.0345480306864854,4-,IT=100
170Rem,75,170,1,73.0,9.2,0.07534208484347232,(5+),B+=?;IT ?
170Ren,75,170,2,210.1,1.3e-07,5331901.388922656,"(6,7,8,9)",IT=100
170Irm,77,170,1,40.0,0.811,0.8546820968679966,(8+),A=38 5;B+ ?;IT ?
170Aum,79,170,1,280.0,0.00062,1117.9793234837828,(9)+,p=58 5;A=42 5
171Erm,68,171,1,198.61,2.1e-07,3300700.859809263,1/2-,IT=100
171Tmm,69,171,1,424.9557,2.6e-06,266595.0694461328,7/2-,IT=100
171Tmn,69,171,2,1674.43,1.6999999999999998e-06,407733.63562349725,19/2+,IT=100
171Ybm,70,171,1,95.282,0.00525,132.02803439237053,7/2+,IT=100
171Ybn,70,171,2,122.416,2.65e-07,2615649.737962058,5/2-,IT=100
171Lum,71,171,1,71.13,79.0,0.008774014943796775,1/2-*,IT=100
171Hfm,72,171,1,21.93,29.5,0.02349651459525238,1/2-*,IT~100;B+ ?
171Irm,77,171,1,164.0,1.47,0.47152869425846616,(11/2-),A=54 5;B+ ?;p ?
171Ptm,78,171,1,412.6,9.01e-07,769308.7464594287,13/2+,IT=100
171Aum,79,171,1,255.0,0.001036,669.0609850964722,11/2-,A=60 6;p=40 6
172Dym,66,172,1,1278.0,0.71,0.9762636345914723,(8-),B-=19 3;IT=81 3
172Erm,68,172,1,1500.9,5.79e-07,1197145.3895681265,(6+),IT=100
172Tmm,69,172,1,476.2,0.00013199999999999998,5251.11500424201,(6+),IT=100
172Ybm,70,172,1,1550.43,3.6e-06,192540.8834888737,6-,IT=100
172Lum,71,172,1,41.86,222.0,0.0031222845971168706,1-*,IT=100;B+ ?
172Lun,71,172,2,65.79,3.32e-07,2087792.7125299557,(1)+,IT=100
172Lup,71,172,3,109.41,0.00043999999999999996,1575.3345012726031,(1)+,IT=100
172Luq,71,172,4,213.57,1.5000000000000002e-07,4620981.203732968,(6-),IT=100
172Hfm,72,172,1,2005.84,1.6300000000000002e-07,4252436.690551811,(8-),IT=100
172Rem,75,172,1,110.0,15.0,0.046209812037329684,(7+),B+=100
172Irm,77,172,1,139.0,2.19,0.3165055618995184,(7+),B+=90.5 11;A=9.5 11
172Aum,79,172,1,160.0,0.011,63.01338005090412,"(9,10)+",A~100;p ?
173Hom,67,173,1,405.0,3.7e-06,187337.07582701225,1/2+#,IT=100
173Tmm,69,173,1,317.73,1.07e-05,64780.110332705175,7/2-,IT=100
173Tmn,69,173,2,1905.7,2.5000000000000004e-07,2772588.7222397807,19/2-,IT=100
173Tmp,69,173,3,4047.9,1.21e-07,5728489.095536738,35/2-,IT=100
173Ybm,70,173,1,398.9,2.8999999999999998e-06,239016.26915860185,1/2-,IT=100
173Lum,71,173,1,123.672,7.42e-05,9341.60620700735,5/2-,IT=100
173Hfm,72,173,1,107.16,1.8000000000000002e-07,3850817.6697774734,5/2-,IT=100
173Hfn,72,173,2,197.47,1.6e-07,4332169.878499658,7/2+,IT=100
173Tam,73,173,1,173.1,2.052e-07,3377910.2366469065,9/2-,IT=100
173Tan,73,173,2,1717.2,1.3200000000000002e-07,5251115.0042420095,21/2-,IT=100
173Irm,77,173,1,226.0,2.2,0.31506690025452055,11/2-,B+=88 1;A=12 1
173Aum,79,173,1,214.0,0.012199999999999999,56.815342668847975,(11/2-),A=89 11;B+ ?
174Erm,68,174,1,1111.5,3.9,0.17773004629742187,8-,IT=100
174Tmm,69,174,1,252.4,2.29,0.3026843583231202,0+,IT~100; B-<1.5
174Tmn,69,174,2,2091.7,0.000106,6539.124344905144,14-,IT=100
174Ybm,70,174,1,1518.148,0.00083,835.1170850119822,6+,IT=100
174Ybn,70,174,2,1765.2,2.56e-07,2707606.174062286,7-,IT=100
174Lum,71,174,1,170.83,12268800.0,5.6496738112932423e-08,6-*,IT=99.38 2;EC=0.62 2
174Lun,71,174,2,240.818,3.9500000000000003e-07,1754802.988759355,3+,IT=100
174Lup,71,174,3,365.183,1.4500000000000001e-07,4780325.383172036,4-,IT=100
174Luq,71,174,4,1855.7,1.9400000000000002e-07,3572923.6111337384,13+,IT=100
174Lux,71,174,6,5849.6,2.42e-07,2864244.547768369,(26-),IT=100
174Hfm,72,174,1,1549.26,1.3800000000000002e-07,5022805.656231487,6+,IT=100
174Hfn,72,174,2,1797.59,2.39e-06,290019.7408200608,8-,IT=100
174Hfp,72,174,3,3312.07,3.7e-06,187337.07582701225,14+,IT=100
174Wp,74,174,3,2267.8,1.58e-07,4387007.471898387,8-,IT=100
174Wq,74,174,4,3515.6,1.28e-07,5415212.348124572,12+,IT=100
174Rem,75,174,1,100.0,60.0,0.011552453009332421,7+#,IT ?;B+ ?
174Irm,77,174,1,124.0,4.9,0.14145860827753984,"(6,7,8,9)",B+=97.5 3;A=2.5 3
174Aum,79,174,1,130.0,0.162,4.278686299752748,(9+),A=?;B+ ?
175Tmm,69,175,1,440.0,3.1900000000000004e-07,2172875.1741691073,7/2-,IT=100
175Tmn,69,175,2,1517.7,2.1e-05,33007.00859809264,23/2+,IT=100
175Ybm,70,175,1,514.866,0.06820000000000001,10.163448395307114,1/2-,IT=100
175Lum,71,175,1,353.48,1.49e-06,465199.45004023175,5/2-,IT=100
175Lun,71,175,2,1392.4,0.0009839999999999998,704.4178664227087,19/2+,IT=100
175Hfm,72,175,1,125.89,5.37e-05,12907.768725511087,1/2-,IT=100
175Hfn,72,175,2,1433.41,1.1e-06,630133.8005090412,19/2+,IT=100
175Hfp,72,175,3,3015.6,1.2099999999999998e-06,572848.9095536738,35/2-,IT=100
175Hfq,72,175,4,4636.2,1.8999999999999998e-06,364814.305557866,45/2+,IT=100
175Tam,73,175,1,131.41,2.22e-07,3122284.597116871,9/2-,IT=100
175Tan,73,175,2,339.2,1.7000000000000001e-07,4077336.356234972,(1/2+),IT=100
175Tap,73,175,3,1567.6,1.95e-06,355460.09259484377,21/2-,IT=100
175Wm,74,175,1,234.96,2.16e-07,3209014.7248145617,(7/2+),IT=100
175Irm,77,175,1,50.0,33.0,0.02100446001696804,9/2-#,B+= ?;IT ?
175Irn,77,175,2,97.4,6.58e-06,105341.5168024233,(5/2-),IT=100
175Aum,79,175,1,164.0,0.136,5.096670445293715,(11/2-),A=75 4;B+ ?
175Hgm,80,175,1,494.0,3.4000000000000003e-07,2038668.178117486,(13/2+),IT=100
176Ybm,70,176,1,1049.8,11.4,0.06080238425964432,8-*,IT=?;B-<10#
176Lum,71,176,1,122.845,13190.4,5.254936776443059e-05,1-*,B-~100;EC=0.095 16
176Lun,71,176,2,1514.5,3.1200000000000004e-07,2221625.578717773,12+,IT=100
176Lup,71,176,3,1587.8,3.9999999999999996e-05,17328.679513998635,14+,IT=100
176Hfm,72,176,1,1333.07,9.6e-06,72202.83130832764,6+,IT=100
176Hfn,72,176,2,1559.31,9.9e-06,70014.86672322679,8-,IT=100
176Hfp,72,176,3,2865.8,0.000401,1728.5465849375194,14-,IT=100
176Hfq,72,176,4,4863.6,4.2999999999999995e-05,16119.701873487102,22-,IT=100
176Tam,73,176,1,103.0,0.00108,641.8029449629123,7+,IT=100
176Tan,73,176,2,1474.0,3.7999999999999996e-06,182407.152778933,14-,IT=100
176Tap,73,176,3,2874.0,0.0009699999999999999,714.5847222267478,20-,IT=100
176Irm,77,176,1,50.0,10.0,0.06931471805599453,(7+),B+= ?;IT ?
176Aum,79,176,1,139.0,1.36,0.5096670445293715,"(8+,9+)",A=?;B+ ?
177Tmm,69,177,1,100.0,77.0,0.009001911435843446,7/2-#,B-=100
177Ybm,70,177,1,331.5,6.41,0.10813528557877461,1/2-*,IT=100
177Lum,71,177,1,150.3984,1.301e-07,5327803.078861993,9/2-,IT=100
177Lun,71,177,2,569.6721,0.000155,4471.917293935131,1/2+,IT=100
177Lup,71,177,3,970.1757,13858560.0,5.001581553638656e-08,23/2-*,B-=77.30 8;IT=22.70 8
177Luq,71,177,4,2771.7,6.25e-07,1109035.4888959124,33/2+,IT=100
177Hfm,72,177,1,1315.4502,1.09,0.6359148445504085,23/2+,IT=100
177Hfn,72,177,2,1342.4,5.59e-05,12399.770671913155,(19/2-),IT=100
177Hfp,72,177,3,2740.02,3084.0,0.00022475589512319886,37/2-,IT=100
177Tam,73,177,1,73.16,4.1000000000000004e-07,1690602.8794145004,9/2-,IT=100
177Tan,73,177,2,186.16,3.62e-06,191477.12170164235,5/2-,IT=100
177Tap,73,177,3,1354.8,5.299999999999999e-06,130782.4868981029,21/2-,IT=100
177Taq,73,177,4,4656.3,0.000133,5211.632936540942,49/2-,IT=100
177Ren,75,177,2,84.7,4.9999999999999996e-05,13862.943611198907,5/2+,IT=100
177Ptm,78,177,1,147.5,2.35e-06,294956.24704678525,1/2-,IT=100
177Aum,79,177,1,190.0,1.193,0.5810118864710354,11/2-*,A=60 10;B+ ?
177Hgm,80,177,1,323.2,1.5e-06,462098.12037329684,13/2+,IT=100
177Tlm,81,177,1,807.0,0.00022999999999999998,3013.683393738893,(11/2-),p=51 8;A=49 8
178Lum,71,178,1,123.8,1386.0,0.0005001061908801914,9-*,B-=100
178Hfm,72,178,1,1147.416,4.0,0.17328679513998632,8-,IT=100
178Hfn,72,178,2,2446.09,978264706.0,7.085476725355205e-10,16+,IT=100
178Hfp,72,178,3,2572.4,6.8e-05,10193.340890587431,14-,IT=100
178Tam,73,178,1,100.0,558.6,0.0012408649848907004,(1+),B+=100
178Tan,73,178,2,1467.82,0.059000000000000004,11.748257297626191,15-,IT=100
178Tap,73,178,3,2901.9,0.29,2.3901626915860184,21-,IT=100
178Wm,74,178,1,6572.7,2.2e-07,3150669.002545206,25+,IT=100
178Aum,79,178,1,50.3,3.0000000000000004e-07,2310490.601866484,"(4-,5+)",IT=100
178Aun,79,178,2,186.0,2.7,0.2567211779851649,"(7+,8-)",B+=82 1;A=18 1
178Aup,79,178,3,243.0,3.9e-07,1777300.4629742187,"(5+,6)",IT=100
179Lum,71,179,1,592.4,0.0031000000000000003,223.5958646967565,1/2+,IT=100
179Hfm,72,179,1,375.0352,18.67,0.037126254984464126,1/2-,IT=100
179Hfn,72,179,2,1106.412,2160000.0,3.2090147248145614e-07,25/2-,IT=100
179Hfp,72,179,3,3775.2,1.4999999999999999e-05,46209.81203732969,(43/2+),IT=100
179Tam,73,179,1,30.7,1.42e-06,488131.8172957361,9/2-,IT=100
179Tan,73,179,2,520.23,2.8e-07,2475525.6448569475,1/2+,IT=100
179Tap,73,179,3,1252.6,3.22e-07,2152630.9955277806,21/2-,IT=100
179Taq,73,179,4,1317.2,0.009000000000000001,77.01635339554947,25/2+,IT=100
179Tax,73,179,6,2639.3,0.0541,12.81233235785481,37/2+,IT=100
179Wm,74,179,1,221.91,384.0,0.0018050707827081908,1/2-,IT~100;B+=0.29 4
179Wn,74,179,2,1631.9,3.9e-07,1777300.4629742187,21/2+,IT=100
179Wp,74,179,3,3348.41,7.5e-07,924196.2407465937,35/2-,IT=100
179Rem,75,179,1,65.35,9.499999999999999e-05,7296.286111157319,(5/2-),IT=100
179Ren,75,179,2,1822.0,4.08e-07,1698890.1484312385,(23/2+),IT=100
179Rep,75,179,3,5408.0,0.000466,1487.4403016307838,"(47/2,49/2+)",IT=100
179Osm,76,179,1,145.41,5.000000000000001e-07,1386294.3611198904,(7/2)-,IT=100
179Osn,76,179,2,243.0,7.830000000000001e-07,885245.4413281549,(9/2)+,IT=100
179Aum,79,179,1,89.5,3.27e-07,2119716.1485013617,(3/2-),IT=100
179Hgm,80,179,1,171.4,6.4e-06,108304.24696249145,13/2+,IT=100
179Tlm,81,179,1,825.0,0.00141,491.59374507797537,(11/2-),A~100;IT ?;B+ ?
179Tln,81,179,2,904.5,1.1900000000000001e-07,5824766.2231928175,(9/2-),IT=100
180Hfm,72,180,1,1141.552,19908.0,3.481751961824117e-05,8-,IT~100;B-=0.31 8
180Hfn,72,180,2,1374.36,0.00057,1216.0476851928865,4-,IT=100
180Hfp,72,180,3,2485.5,9.400000000000001e-07,737390.617616963,12+,IT=100
180Hfq,72,180,4,3599.0,8.999999999999999e-05,7701.635339554949,(18-),IT=100
180Tam,73,180,1,75.3,stable,0.0,9-,IS=0.01201 32;B- ?
180Tan,73,180,2,1452.39,3.12e-05,22216.255787177735,15-,IT=100
180Tap,73,180,3,3678.9,2e-06,346573.59027997265,(22-),IT=100
180Taq,73,180,4,4172.2,1.7e-05,40773.363562349725,(24+),IT=100
180Wm,74,180,1,1529.05,0.00547,126.71794891406678,8-,IT=100
180Wn,74,180,2,3264.7,2.33e-06,297488.06032615673,14-,IT=100
180Ren,75,180,2,3561.0,9e-06,77016.35339554948,21-,IT=100
181Hfm,72,181,1,595.27,7.999999999999999e-05,8664.339756999318,9/2+,IT=100
181Hfp,72,181,3,1741.9,0.0015,462.09812037329687,(25/2-),IT=100
181Tam,73,181,1,6.237,6.05e-06,114569.78191073476,9/2-*,IT=100
181Tan,73,181,2,615.19,1.8e-05,38508.17669777474,1/2+,IT=100
181Tap,73,181,3,1428.0,1.4e-07,4951051.289713895,19/2+#,IT=100
181Taq,73,181,4,1483.43,2.52e-05,27505.84049841053,21/2-,IT=100
181Wm,74,181,1,365.55,1.459e-05,47508.37426730263,5/2-,IT=100
181Wn,74,181,2,1653.0,2.0000000000000002e-07,3465735.902799726,21/2+,IT=100
181Rem,75,181,1,262.91,1.567e-07,4423402.556221731,9/2-,IT=100
181Ren,75,181,2,1656.37,2.5000000000000004e-07,2772588.7222397807,21/2-,IT=100
181Rep,75,181,3,1880.57,1.15e-05,60273.66787477785,25/2+,IT=100
181Req,75,181,4,3869.4,1.2e-06,577622.6504666212,(35/2-),IT=100
181Osm,76,181,1,49.2,162.0,0.004278686299752749,7/2-,B+=100
181Osn,76,181,2,156.91,2.62e-07,2645599.925801318,9/2+,IT=100
181Irm,77,181,1,289.33,2.98e-07,2325997.2502011587,5/2+,IT=100
181Irn,77,181,2,366.3,1.2600000000000002e-07,5501168.099682105,9/2-,IT=100
181Hgm,80,181,1,210.0,0.00047999999999999996,1444.0566261665529,13/2+,IT=100
181Tlm,81,181,1,835.9,0.0014,495.1051289713895,(9/2-),IT=99.60 4;A=0.40 6;B+ ?
182Hfm,72,182,1,1172.87,3690.0,0.00018784476437938897,8-,B-=54 2;IT=46 2
182Hfn,72,182,2,2571.3,3.9999999999999996e-05,17328.679513998635,(13+),IT=100
182Tam,73,182,1,16.273,0.28300000000000003,2.4492833235333755,5+,IT=100
182Tan,73,182,2,519.577,950.4,0.0007293215283669458,10-,IT=100
182Wm,74,182,1,2230.65,1.3e-06,533190.1388922656,10+,IT=100
182Rem,75,182,1,60.0,50904.0,1.3616752721985409e-05,2+*,B+=100
182Ren,75,182,2,296.0,5.85e-07,1184866.9753161457,(2)-,IT=100
182Rep,75,182,3,521.0,7.8e-07,888650.2314871093,(4-),IT=100
182Osm,76,182,1,1831.4,0.00078,888.6502314871094,8-,IT=100
182Osn,76,182,2,7049.5,1.5000000000000002e-07,4620981.203732968,25+,IT=100
182Irm,77,182,1,71.02,1.7000000000000001e-07,4077336.356234972,(5)+,IT=100
182Irn,77,182,2,176.4,1.3e-07,5331901.388922656,(6-),IT=100
182Aum,79,182,1,120.0,10.0,0.06931471805599453,5-#,B+=?; IT ?
182Tlm,81,182,1,50.0,3.1,0.22359586469675655,(7+)*,B+~100;A=2.5 14;IT ?
183Hfm,72,183,1,1464.0,40.0,0.01732867951399863,27/2-#,IT~100;B- ?
183Tam,73,183,1,73.164,1.0600000000000001e-07,6539124.344905144,9/2-,IT=100
183Tan,73,183,2,1335.0,9.000000000000001e-07,770163.5339554948,(19/2+),IT=100
183Wm,74,183,1,309.492,5.3,0.1307824868981029,11/2+,IT=100
183Rem,75,183,1,1907.21,0.0010400000000000001,666.4876736153319,25/2+,IT=100
183Osm,76,183,1,170.73,35640.0,1.9448574089785222e-05,1/2-*,B+=85 2;IT=15 2
