nuclide,Z,A,state_index,E_keV,t_half_s,lambda_m_per_s,Jpi,decay_modes
183Ptm,78,183,1,34.74,43.0,0.0161197018734871,7/2-*,B+=96.9 8;IT=3.1 8;A ?
183Tlm,81,183,1,628.7,0.0533,13.004637533957698,(9/2-),IT ?;A=1.5 3;B+ ?
183Tln,81,183,2,975.3,1.48e-06,468342.6895675306,(13/2+),IT=100
183Pbm,82,183,1,94.0,0.41500000000000004,1.6702341700239645,13/2+*,A~100;B+ ?;IT ?
184Hfm,72,184,1,1272.2,48.0,0.014440566261665526,8-,IT~100;B- ?
184Hfn,72,184,2,2477.0,960.0,0.0007220283130832763,15+#,B- ?; IT ?
184Wm,74,184,1,1284.997,8.33e-06,83210.94604561168,5-,IT=100
184Wn,74,184,2,4127.7,1.8800000000000002e-07,3686953.088084815,(14+),IT=100
184Rem,75,184,1,188.0463,14601600.0,4.747063202388404e-08,8+,IT=74.5 8;EC=25.5 8
184Irm,77,184,1,225.65,0.00047,1474.7812352339263,3+,IT=100
184Irn,77,184,2,328.4,3.5000000000000004e-07,1980420.5158855577,7+,IT=100
184Ptm,78,184,1,1840.3,0.00101,686.2843371880646,8-,IT=100
184Aum,79,184,1,68.46,47.6,0.014561915557982044,2+*,B+=?;IT=30 10;A~0.013 3
184Tln,81,184,2,450.0,0.0471,14.71650064883111,(10-),IT~100;A=0.089 19
184Bim,83,184,1,150.0,0.013000000000000001,53.319013889226554,10-#,A=100
185Tam,73,185,1,406.0,9.000000000000001e-07,770163.5339554948,(3/2+),IT=100
185Tan,73,185,2,1273.4,0.011800000000000001,58.741286488130946,21/2-,IT=100
185Wm,74,185,1,197.383,95.82,0.007233846593195005,11/2+,IT=100
185Rem,75,185,1,2124.1,2.0000000000000002e-07,3465735.902799726,25/2+,IT=100
185Osm,76,185,1,102.37,3e-06,231049.06018664842,7/2-,IT=100
185Osn,76,185,2,275.53,7.8e-07,888650.2314871093,11/2+,IT=100
185Irm,77,185,1,2197.0,1.2000000000000002e-07,5776226.50466621,"(23/2,25/2)#",IT=100
185Ptm,78,185,1,103.41,1980.0,0.000350074333616134,1/2-*,B+~100;IT ?
185Ptn,78,185,2,200.89,7.280000000000001e-07,952125.2480219027,5/2-,IT=100
185Aum,79,185,1,50.0,408.0,0.0016988901484312384,1/2+#,B+~100;IT ?
185Hgm,80,185,1,103.7,21.6,0.032090147248145615,13/2+*,IT=54 10;B+=46 10;A~0.03
185Tlm,81,185,1,454.8,1.93,0.359143616870438,9/2-*,IT~100;A=?;B+ ?
185Pbm,82,185,1,70.0,4.07,0.1703064325700111,13/2+*,A=50 25;B+ ?
185Bim,83,185,1,80.0,5.8e-05,11950.813457930091,1/2+,p=90 2;A=10 2
185Bin,83,185,2,180.0,4.9999999999999996e-05,13862.943611198907,13/2+#,p=?;A=?
186Tam,73,186,1,336.0,92.4,0.007501592863202871,9+#,B- ?; IT ?
186Wm,74,186,1,1517.2,1.8e-05,38508.17669777474,7-,IT=100
186Wn,74,186,2,3542.8,2.0,0.34657359027997264,16+,IT=100
186Irm,77,186,1,0.8,6912.0,0.00010028171015045505,2-,B+~75;IT~25
186Aun,79,186,2,227.77,1.1e-07,6301338.005090412,2+,IT=100
186Hgm,80,186,1,2217.3,8.2e-05,8453.014397072504,(8-),IT=100
186Tlm,81,186,1,20.0,27.5,0.025205352020361647,7+*,B+~100;A~0.006
186Tln,81,186,2,390.0,3.4,0.20386681781174862,10-*,IT<94.1 3; B+>5.9 3
186Bim,83,186,1,170.0,0.009800000000000001,70.72930413876992,(10-),A~100;B+=?;B+SF~0.011
187Hfm,72,187,1,500.0,2.7e-07,2567211.779851649,3/2-#,IT=100
187Tam,73,187,1,1778.0,7.3,0.09495166856985553,(25/2-),IT~100; B- ?
187Wm,74,187,1,410.06,1.38e-06,502280.5656231488,11/2+,IT=100
187Rem,75,187,1,206.2473,5.553e-07,1248239.1150008019,9/2-,IT=100
187Ren,75,187,2,1682.0,3.54e-07,1958042.8829376984,21/2+,IT=100
187Osm,76,187,1,100.45,1.1200000000000001e-07,6188814.112142368,7/2-,IT=100
187Osn,76,187,2,257.1,0.00023099999999999998,3000.6371452811486,11/2+,IT=100
187Irm,77,187,1,186.16,0.0303,22.876144572935488,9/2-,IT=100
187Irn,77,187,2,433.75,1.52e-07,4560178.819473324,11/2-,IT=100
187Irp,77,187,3,2487.7,1.8e-06,385081.7669777474,29/2-,IT=100
187Ptm,78,187,1,174.38,0.00031099999999999997,2228.769069324583,11/2+,IT=100
187Aum,79,187,1,120.33,2.3,0.3013683393738893,9/2-*,IT=100
187Hgm,80,187,1,58.0,144.0,0.004813522087221842,13/2+*,B+=100;A ?
187Tlm,81,187,1,334.0,15.6,0.04443251157435547,9/2-*,IT=?;B+=?;A=0.15 5
187Tln,81,187,2,1875.0,1.11e-06,624456.9194233741,,IT=100
187Tlp,81,187,3,2582.5,6.930000000000001e-07,1000212.3817603827,29/2+#,IT=100
187Pbm,82,187,1,19.0,18.3,0.03787689511256531,13/2+*,B+=88 2;A=12 2
187Bim,83,187,1,108.0,0.00037,1873.3707582701225,1/2+,A=100
187Bin,83,187,2,252.0,7e-06,99021.0257942779,(13/2+),IT=100
187Pom,84,187,1,4.0,0.0005,1386.2943611198905,13/2+#,A~100;B+ ?
188Tam,73,188,1,99.0,19.6,0.03536465206938496,(7-),IT ?; B- ?
188Tan,73,188,2,391.0,3.6e-06,192540.8834888737,10+#,IT=100
188Wm,74,188,1,1926.7,1.0950000000000001e-07,6330111.237990367,8-,IT=100
188Rem,75,188,1,172.0848,1115.4,0.0006214337283126638,6-,IT=100
188Irm,77,188,1,964.0,0.00415,167.02341700239646,11-#,IT~100;B+ ?
188Hgm,80,188,1,2724.1,1.42e-07,4881318.172957361,12+,IT=100
188Tlm,81,188,1,30.0,71.5,0.009694366161677556,7+*,B+=100
188Tln,81,188,2,299.0,0.041,16.906028794145005,9-,IT~100;B+ ?
188Pbm,82,188,1,2577.2,8.000000000000001e-07,866433.9756999315,8-,IT=100
188Pbn,82,188,2,2709.8,9.400000000000001e-08,7373906.17616963,12+,IT=100
188Pbp,82,188,3,4783.4,4.4e-07,1575334.501272603,(19-),IT=100
188Bin,83,188,2,153.0,0.265,2.6156497379620576,(10-),A~100;B+ ?;B+SF=0.0046 9
189Tam,73,189,1,1650.0,1.6e-06,433216.9878499658,21/2-#,IT=100
189Rem,75,189,1,125.0,2e-06,346573.59027997265,9/2-,IT ?
189Ren,75,189,2,1770.9,0.000223,3108.283320896616,29/2+,IT=100
189Osm,76,189,1,30.82,20916.0,3.313956686555485e-05,9/2-,IT~100;B- ?
189Irm,77,189,1,372.17,0.013300000000000001,52.11632936540941,11/2-,IT=100
189Irn,77,189,2,2332.8,0.0037,187.33707582701223,25/2+,IT=100
189Ptm,78,189,1,172.79,4.64e-07,1493851.6822412612,9/2-,IT=100
189Ptn,78,189,2,191.4,0.000143,4847.183080838778,(13/2+),IT=100
189Aum,79,189,1,247.25,275.4,0.002516874293972205,11/2-*,B+~100;IT ?
189Aun,79,189,2,325.12,1.9e-07,3648143.0555786593,9/2-,IT=100
189Aup,79,189,3,2554.8,2.42e-07,2864244.547768369,31/2+,IT=100
189Hgm,80,189,1,80.0,516.0,0.0013433084894572582,13/2+*,B+=100;A ?
189Tlm,81,189,1,285.0,84.0,0.008251752149523159,9/2-*,B+~100;IT ?
189Pbm,82,189,1,40.0,50.5,0.013725686743761293,13/2+*,B+~100;A~0.4;IT ?
189Pbn,82,189,2,2475.0,2.6e-05,26659.50694461328,31/2-,IT=100
189Bim,83,189,1,184.0,0.005,138.62943611198907,1/2+,A=83 5; IT=17 5
189Bin,83,189,2,357.6,8.8e-07,787667.2506363015,13/2+,IT=100
190Wm,74,190,1,1743.6,1.11e-07,6244569.194233742,8+,IT=100
190Wn,74,190,2,1840.6,0.000166,4175.585425059911,10-,IT=100
190Rem,75,190,1,204.0,11160.0,6.21099624157657e-05,(6-),B-=54.4 20;IT=45.6 20
190Osm,76,190,1,1705.7,591.5999999999999,0.0011716483782284405,10-,IT=100
190Irm,77,190,1,26.1,4032.0000000000005,0.00017191150311506576,1-,IT=100
190Irp,77,190,3,376.4,11113.2,6.237152040455902e-05,11-,B+=91.4 2;IT=8.6 2
190Aum,79,190,1,200.0,0.125,5.545177444479562,11-#,IT~100;B+ ?
190Tlm,81,190,1,70.0,216.0,0.0032090147248145617,7+*,B+=100
190Tlp,81,190,3,306.0,0.06,11.552453009332423,(9-),IT=100
190Pbm,82,190,1,2614.8,1.5000000000000002e-07,4620981.203732968,10+,IT=100
190Pbn,82,190,2,2665.0,2.43e-05,28524.57533168499,(12+),IT=100
190Pbp,82,190,3,2658.2,7.699999999999999e-06,90019.11435843447,11-,IT=100
190Bim,83,190,1,120.0,6.2,0.11179793234837827,10-*,A=70 9;B+ ?;B+SF=4e-6 3
190Bin,83,190,2,121.0,1.7500000000000002e-07,3960841.0317711155,(5-),IT=100
190Bip,83,190,3,394.0,1.3e-06,533190.1388922656,(8-),IT=100
191Wm,74,191,1,235.0,3.4000000000000003e-07,2038668.178117486,9/2-#,IT=100
191Rem,75,191,1,145.0,1.9999999999999998e-05,34657.35902799727,9/2-,IT ?
191Ren,75,191,2,1601.5,5.06e-05,13698.56088063133,25/2-,IT=100
191Osm,76,191,1,74.382,47160.0,1.4697777365562876e-05,3/2-,IT=100
191Irm,77,191,1,171.29,4.899,0.1414874832741264,11/2-,IT=100
191Irn,77,191,2,2101.0,5.7,0.12160476851928864,31/2(+),IT=100
191Ptn,78,191,2,149.035,9.499999999999999e-05,7296.286111157319,13/2+,IT=100
191Aum,79,191,1,266.2,0.92,0.7534208484347231,11/2-*,IT=100
191Aun,79,191,2,2489.6,4.02e-07,1724246.7178108091,31/2+,IT=100
191Hgm,80,191,1,128.0,3048.0,0.00022741049230969333,13/2+*,B+=100;IT ?;A ?
191Tlm,81,191,1,297.0,313.2,0.002213113603320387,9/2-*,B+=100
191Pbm,82,191,1,58.0,130.8,0.005299290371253404,13/2+*,B+~100;A~0.02
191Pbn,82,191,2,2659.0,1.8000000000000002e-07,3850817.6697774734,33/2+,IT=100
191Bim,83,191,1,242.0,0.125,5.545177444479562,1/2+,A=68 5;IT ?;B+ ?
191Bin,83,191,2,429.7,5.620000000000001e-07,1233357.972526593,13/2+,IT=100
191Bip,83,191,3,1875.0,4.0000000000000003e-07,1732867.951399863,25/2-#,IT=100
191Pom,84,191,1,61.0,0.093,7.453195489891885,13/2+,A~100;B+ ?
191Atm,85,191,1,58.0,0.0022,315.0669002545206,(7/2-),A~100;B+ ?
192Rem,75,192,1,159.0,8.8e-05,7876.672506363015,,IT=100
192Osm,76,192,1,2015.4,5.94,0.11669144453871132,10-,IT~100;B- ?
192Osn,76,192,2,4580.3,2.0500000000000002e-07,3381205.758829001,(20+),IT=100
192Irm,77,192,1,56.72,87.0,0.007967208971953394,1-,IT~100;B-=0.0175
192Irn,77,192,2,168.14,7605219166.0,9.114098692365617e-11,(11-),IT=100
192Ptm,78,192,1,2172.37,2.72e-07,2548335.2226468576,10-,IT=100
192Aum,79,192,1,135.41,0.029,23.90162691586018,5+,IT=100
192Aun,79,192,2,431.6,0.16,4.332169878499658,11-,IT=100
192Tlm,81,192,1,196.0,648.0,0.0010696715749381872,7+*,B+=100
192Tln,81,192,2,447.0,2.96e-07,2341713.447837653,(8-),IT=100
192Pbm,82,192,1,2581.1,1.66e-07,4175585.4250599113,10+,IT=100
192Pbn,82,192,2,2625.1,1.09e-06,635914.8445504085,12+,IT=100
192Pbp,82,192,3,2743.5,7.56e-07,916861.3499470175,11-,IT=100
192Bim,83,192,1,140.0,39.6,0.017503716680806698,10-*,B+=90 3;A=10 3
192Pom,84,192,1,2294.6,5.800000000000001e-07,1195081.345793009,11-,IT=100
193Rem,75,193,1,146.0,6.9e-05,10045.611312462976,(9/2-),IT=100
193Osm,76,193,1,315.6,1.21e-07,5728489.095536738,(9/2-),IT=100
193Irm,77,193,1,80.238,909792.0,7.61874341124065e-07,11/2-,IT=100
193Irn,77,193,2,2278.9,0.0001248,5554.063946794434,31/2+,IT=100
193Ptm,78,193,1,149.78,374112.0,1.8527798642116406e-06,13/2+*,IT=100
193Aum,79,193,1,290.2,3.9,0.17773004629742187,11/2-*,IT~100;B+~0.03
193Aun,79,193,2,2486.7,1.5000000000000002e-07,4620981.203732968,31/2+,IT=100
193Hgm,80,193,1,140.76,42480.0,1.631702402448082e-05,13/2+*,B+=92.8 5;IT=7.2 5
193Tlm,81,193,1,372.0,126.6,0.005475096212953754,9/2-*,IT~75;B+~25
193Pbm,82,193,1,93.0,348.0,0.0019918022429883486,13/2+*,B+=100
193Pbn,82,193,2,2707.0,1.8000000000000002e-07,3850817.6697774734,33/2+,IT=100
193Bim,83,193,1,305.0,3.2,0.21660849392498288,1/2+*,A=84 16;B+ ?
193Bin,83,193,2,605.53,1.53e-07,4530373.729149969,13/2+,IT=100
193Bip,83,193,3,2349.6,8.499999999999999e-05,8154.6727124699455,29/2+,IT=100
193Biq,83,193,4,2405.1,3.02e-06,229518.9339602468,(29/2-),IT=100
193Pom,84,193,1,100.0,0.245,2.8291721655507973,13/2+*,A~100;B+ ?
193Atm,85,193,1,8.0,0.021,33.00700859809263,7/2-,A~100
193Atn,85,193,2,42.0,0.028,24.755256448569472,13/2+,IT=76 10;A=24 10
194Rem,75,194,1,150.0,4.4999999999999996e-05,15403.270679109897,4-#,IT=100
194Ren,75,194,2,285.0,25.0,0.027725887222397813,11-#,B-=100
194Rep,75,194,3,833.0,100.0,0.006931471805599453,,B-=100
194Irm,77,194,1,147.072,0.03185,21.762862811929207,4+,IT=100
194Irn,77,194,2,370.0,14774400.0,4.6915419953429263e-08,(11-),B-=100
194Aum,79,194,1,107.4,0.6,1.1552453009332422,5+,IT=100
194Aun,79,194,2,475.8,0.42,1.6503504299046317,11-,IT=100
194Tlm,81,194,1,260.0,1967.9999999999998,0.00035220893321135434,7+*,B+=100
194Pbm,82,194,1,2628.1,3.7e-07,1873370.7582701223,12+,IT=100
194Pbn,82,194,2,2933.0,1.33e-07,5211632.936540942,11-,IT=100
194Bim,83,194,1,150.0,125.0,0.005545177444479563,"(6+,7+)",B+~100;A ?
194Bin,83,194,2,163.0,115.0,0.006027366787477785,10-*,B+~100;A=0.20 7
194Pom,84,194,1,2313.4,1.29e-05,53732.33957829033,(10-),IT=100
195Osm,76,195,1,427.8,47.0,0.014747812352339261,(13/2+),IT~100; B- ?
195Irm,77,195,1,100.0,13464.0,5.148151964943147e-05,11/2-,B-~100;IT ?
195Irn,77,195,2,2354.0,4.4e-06,157533.4501272603,(27/2+),IT=100
195Ptm,78,195,1,259.077,346464.0,2.0006326214554623e-06,13/2+*,IT=100
195Aum,79,195,1,318.58,30.5,0.02272613706753919,11/2-*,IT=100
195Aun,79,195,2,2501.0,1.289e-05,53774.024868886365,31/2(-),IT=100
195Hgm,80,195,1,176.07,149760.0,4.628386622328694e-06,13/2+*,IT=54.2 20;B+=45.8 20
195Tlm,81,195,1,482.63,3.6,0.1925408834888737,9/2-*,IT=100
195Pbm,82,195,1,202.9,900.0,0.0007701635339554948,13/2+,B+=100; IT ?
195Pbn,82,195,2,1759.0,9.999999999999999e-06,69314.71805599454,21/2-,IT=100
195Pbp,82,195,3,2901.7,9.5e-08,7296286.111157319,33/2+,IT=100
195Bim,83,195,1,399.0,87.0,0.007967208971953394,1/2+*,B+=67 17;A=33 17
195Bin,83,195,2,2381.0,6.140000000000001e-07,1128904.2028663603,(29/2-),IT=100
195Bip,83,195,3,2615.9,1.49e-06,465199.45004023175,29/2+,IT=100
195Pom,84,195,1,148.0,1.92,0.3610141565416382,13/2+*,A~100;B+ ?;IT ?
195Atm,85,195,1,29.0,0.14300000000000002,4.847183080838778,7/2-*,A=88 4;IT=12 4;B+ ?
195Rnm,86,195,1,80.0,0.006,115.52453009332422,13/2+,A=100
196Rem,75,196,1,120.0,3.6e-06,192540.8834888737,,IT=100
196Irm,77,196,1,210.0,5040.0,0.00013752920249205264,11-#,B-~100;IT ?
196Aum,79,196,1,84.656,8.1,0.08557372599505497,5+,IT=100
196Aun,79,196,2,595.66,34570.799999999996,2.005007638122188e-05,12-*,IT=100
196Tlm,81,196,1,394.2,5076.0,0.00013655381807721538,7+*,B+=96.2 4;IT=3.8 4
196Pbn,82,196,2,1797.51,1.4e-07,4951051.289713895,5-,IT=100
196Pbp,82,196,3,2694.6,2.7e-07,2567211.779851649,12+,IT=100
196Bim,83,196,1,166.4,0.6,1.1552453009332422,(7+),IT~100;B+ ?
196Bin,83,196,2,272.0,240.0,0.0028881132523331052,(10-),B+=74.2 25;IT=25.8 25;A=0.00038 10
196Pom,84,196,1,2493.9,8.56e-07,809751.3791588146,11-,IT=100
196Atn,85,196,2,157.9,1.1e-05,63013.38005090412,(5+),IT=100
197Irm,77,197,1,115.0,534.0,0.0012980284280148789,11/2-,B-~100;IT ?
197Irn,77,197,2,1700.0,2.9999999999999997e-05,23104.906018664846,,IT=100
197Irp,77,197,3,2800.0,1.4999999999999999e-05,46209.81203732969,,IT=100
197Ptm,78,197,1,399.59,5724.599999999999,0.00012108220322117622,13/2+,IT=96.7 4;B-=3.3 4
197Aum,79,197,1,409.15,7.73,0.08966975168951426,11/2-,IT=100
197Aun,79,197,2,2532.5,1.5000000000000002e-07,4620981.203732968,27/2+#,IT=100
197Hgm,80,197,1,298.93,85752.0,8.083160515905696e-06,13/2+*,IT=94.68 9;EC=5.32 9
197Tlm,81,197,1,608.22,0.54,1.2836058899258245,9/2-*,IT=100
197Pbm,82,197,1,319.31,2574.0,0.0002692879489354877,13/2+*,B+=81 2;IT=19 2
197Pbn,82,197,2,1914.1,1.1499999999999998e-06,602736.6787477786,21/2-,IT=100
197Bim,83,197,1,533.0,302.4,0.002292153374867544,1/2+*,A=55 40;B+=45 40;IT ?
197Bip,83,197,3,2403.0,2.63e-07,2635540.6104940884,(29/2-),IT=100
197Biq,83,197,4,2929.5,2.09e-07,3316493.6868896903,(31/2-),IT=100
197Pom,84,197,1,196.0,25.8,0.026866169789145165,13/2+*,A=84 9;B+ ?;IT ?
197Atm,85,197,1,45.0,2.0,0.34657359027997264,1/2+*,A~100;B+ ?;IT<0.004;B+ ?
197Atn,85,197,2,310.7,1.3e-06,533190.1388922656,13/2+,IT=100
197Rnm,86,197,1,199.0,0.0256,27.076061740622862,13/2+,A~100;B+ ?
198Aum,79,198,1,312.2227,1.24e-07,5589896.617418914,5+,IT=100
198Aun,79,198,2,811.9,196300.8,3.5310461320582765e-06,12-,IT=100
198Tlm,81,198,1,543.6,6732.0,0.00010296303929886293,7+*,B+=55.9 23;IT=44.1 23
198Tln,81,198,2,686.8,1.5000000000000002e-07,4620981.203732968,(5)+,IT=100
198Tlp,81,198,3,742.4,0.032100000000000004,21.59337011090172,10-,IT=100
198Pbm,82,198,1,2141.4,4.1199999999999995e-06,168239.60693202558,7-,IT=100
198Pbn,82,198,2,2231.4,1.37e-07,5059468.471240477,9-,IT=100
198Pbp,82,198,3,2821.7,2.1200000000000002e-07,3269562.172452572,12+,IT=100
198Bim,83,198,1,290.0,696.0,0.0009959011214941743,7+*,B+=100
198Bin,83,198,2,540.0,7.7,0.09001911435843445,10-*,IT=100
198Pom,84,198,1,2565.92,2.0000000000000002e-07,3465735.902799726,11-,IT=100
198Pon,84,198,2,2740.0,7.5e-07,924196.2407465937,12+,IT=100
198Atm,85,198,1,266.6,1.23,0.5635342931381669,10-*,A=93 4;B+ ?
199Ptm,78,199,1,424.0,13.48,0.0514204139881265,13/2+*,IT=100
199Aum,79,199,1,548.9405,0.00043999999999999996,1575.3345012726031,11/2-,IT=100
199Hgm,80,199,1,532.48,2560.2000000000003,0.0002707394658854563,13/2+*,IT=100
199Tlm,81,199,1,748.87,0.028399999999999998,24.406590864786807,9/2-*,IT=100
199Pbm,82,199,1,429.5,732.0,0.000946922377814133,(13/2+),IT~100;B+= ?
199Pbn,82,199,2,2563.8,1.01e-05,68628.43371880647,(29/2-),IT=100
199Bim,83,199,1,667.0,1482.0,0.0004677106481511102,(1/2+),B+=?;IT<2;A~0.01
199Bin,83,199,2,1962.0,1.0000000000000001e-07,6931471.805599452,25/2+#,IT=100
199Bip,83,199,3,2548.0,1.6800000000000002e-07,4125876.0747615783,29/2-#,IT=100
199Pom,84,199,1,311.7,250.2,0.002770372424300341,13/2+*,B+=73.5 10;A=24 1;IT=2.5 10
199Atm,85,199,1,244.0,0.273,2.5390006613917406,1/2+*,IT~99;A~1
199Atn,85,199,2,572.9,7e-08,9902102.57942779,13/2+,IT=100
199Atp,85,199,3,2293.4,8.000000000000001e-07,866433.9756999315,(29/2+),IT=100
199Rnm,86,199,1,220.0,0.31,2.2359586469675654,13/2+,A~100;B+ ?; IT ?
199Frm,87,199,1,45.0,0.006500000000000001,106.63802777845311,7/2-#,A~100;B+ ?
199Frn,87,199,2,250.0,0.0022,315.0669002545206,13/2+#,A~100;B+ ?
200Aum,79,200,1,1010.0,67320.0,1.0296303929886293e-05,12-*,B-=84 1;IT=16 1
200Tlm,81,200,1,753.6,0.034,20.38668178117486,7+,IT=100
200Tln,81,200,2,762.0,3.97e-07,1745962.6714356304,5+,IT=100
200Pbm,82,200,1,2183.3,4.56e-07,1520059.606491108,(9-),IT=100
200Pbn,82,200,2,3005.8,1.98e-07,3500743.3361613397,(12+),IT=100
200Bim,83,200,1,100.0,1860.0,0.00037265977449459423,(2+),B+<100;IT ?
200Bin,83,200,2,428.2,0.4,1.732867951399863,(10-),IT=100
200Pom,84,200,1,2596.1,1.0000000000000001e-07,6931471.805599452,11-,IT=100
200Pon,84,200,2,2817.0,2.68e-07,2586370.0767162135,12+,IT=100
200Atm,85,200,1,112.9,47.0,0.014747812352339261,(7+)*,A=43 7;B+=57 7;IT ?
200Atn,85,200,2,343.8,8.0,0.08664339756999316,(10-)*,IT ?;A~10.5 3;B+ ?
200Rnm,86,200,1,2320.0,2.8e-05,24755.256448569475,,IT=100
200Frm,87,200,1,50.0,0.19,3.648143055578659,10-#,A~100;IT ?
200Frn,87,200,2,150.0,7.900000000000001e-07,877401.4943796775,,IT ?
201Ptm,78,201,1,850.0,10.0,0.06931471805599453,13/2+#,IT ?
201Aum,79,201,1,594.0,0.00073,949.5166856985552,11/2-,IT=100
201Aun,79,201,2,1610.0,5.6e-06,123776.28224284737,19/2+#,IT=100
201Hgm,80,201,1,766.22,9.4e-05,7373.906176169631,13/2+,IT=100
201Tlm,81,201,1,919.16,0.0020099999999999996,344.8493435621619,9/2-,IT=100
201Pbm,82,201,1,629.1,60.8,0.011400447048683312,13/2+,IT~100;B+ ?
201Pbn,82,201,2,2953.0,5.08e-07,1364462.95385816,(29/2-),IT=100
201Bim,83,201,1,846.35,3450.0,0.0002009122262492595,1/2+,B+~100;A=?;IT ?
201Bin,83,201,2,1973.0,1.1800000000000001e-07,5874128.648813095,25/2+#,IT=100
201Bip,83,201,3,2012.0,1.05e-07,6601401.719618526,27/2+#,IT=100
201Biq,83,201,4,2781.0,1.24e-07,5589896.617418914,29/2-#,IT=100
201Pom,84,201,1,423.8,537.6,0.0012893362733629934,13/2+*,IT=56.2 12;B+=41.4 7;A=2.4 5
201Atm,85,201,1,459.0,0.045,15.403270679109896,1/2+,IT=100
201Atn,85,201,2,2319.7,3.39e-06,204468.19485544108,29/2+,IT=100
201Rnm,86,201,1,245.0,3.8,0.182407152778933,13/2+,A=?;B+ ?
201Frm,87,201,1,129.0,0.024,28.881132523331054,1/2+,A=100
201Frn,87,201,2,289.5,7.200000000000001e-07,962704.4174443684,13/2+,IT=100
201Ram,88,201,1,263.0,0.006,115.52453009332422,13/2+,A=100
202Irm,77,202,1,2600.0,3.3999999999999996e-06,203866.81781174862,,IT=100
202Ptm,78,202,1,1788.5,0.00014099999999999998,4915.937450779755,(7-),IT=100
202Tlm,81,202,1,950.19,0.0005909999999999999,1172.8378689677586,7+,IT=100
202Pbm,82,202,1,2169.85,12744.0,5.439008008160274e-05,9-,IT=90.5 5;B+=9.5 5
202Pbn,82,202,2,4140.0,1.0000000000000001e-07,6931471.805599452,16+,IT=100
202Pbp,82,202,3,5300.0,1.08e-07,6418029.449629123,19-,IT=100
202Bim,83,202,1,625.0,3.0399999999999997e-06,228008.94097366623,10-#,IT=100
202Bin,83,202,2,2617.0,3.1e-07,2235958.6469675656,(17+),IT=100
202Pom,84,202,1,1712.0,1.1e-07,6301338.005090412,8+,IT=100
202Atm,85,202,1,190.0,182.0,0.0038085009920876115,7+*,B+=91.5 15;A=8.5 15;IT ?
202Atn,85,202,2,590.0,0.46,1.5068416968694462,10-,IT=99.904 11;A=0.096 11;B+ ?
202Rnm,86,202,1,2310.0,2.22e-06,312228.45971168706,11-#,IT=100
202Frm,87,202,1,257.0,0.28600000000000003,2.423591540419389,10-*,A~100;IT=?;B+ ?
203Irn,77,203,2,2140.0,7.98e-07,868605.4894234904,(23/2+),IT=100
203Ptm,78,203,1,1367.0,12.0,0.057762265046662105,13/2+#,B-~100; IT ?
203Ptp,78,203,3,2530.0,6.410000000000001e-07,1081352.855787746,33/2+#,IT=100
203Aum,79,203,1,641.0,0.00014,4951.051289713895,11/2-#,IT=100
203Hgm,80,203,1,933.14,2.2100000000000002e-05,31364.125817192093,(13/2+),IT=100
203Hgn,80,203,2,8281.3,1.46e-07,4747583.428492775,(53/2+),IT=100
203Tln,81,203,2,3565.0,7.699999999999999e-06,90019.11435843447,(25/2+),IT=100
203Pbm,82,203,1,825.2,6.21,0.11161790347181083,13/2+,IT=100
203Pbn,82,203,2,2949.2,0.48,1.4440566261665528,29/2-,IT=100
203Pbp,82,203,3,2970.0,1.22e-07,5681534.266884797,25/2-#,IT=100
203Bim,83,203,1,1098.21,0.305,2.272613706753919,1/2+,IT=100
203Bin,83,203,2,2041.5,1.9400000000000002e-07,3572923.6111337384,25/2+,IT=100
203Pom,84,203,1,641.68,45.0,0.015403270679109895,13/2+*,IT~100;A ?
203Atm,85,203,1,683.4,0.0035,198.04205158855578,1/2+,IT=100
203Atn,85,203,2,2330.1,9.77e-06,70946.48726304456,29/2+,IT=100
203Rnm,86,203,1,362.0,26.9,0.025767553180667112,13/2+*,A=75 10;B+=25 10
203Frm,87,203,1,361.0,0.043000000000000003,16.1197018734871,1/2+,IT=80 4;A=20 4
203Frn,87,203,2,426.0,3.7e-07,1873370.7582701223,13/2+,IT=100
203Ram,88,203,1,246.0,0.025,27.72588722239781,13/2+,A~100;B+ ?
204Ptm,78,204,1,1995.1,5.5e-06,126026.76010180824,(5-),IT=100
204Ptn,78,204,2,2035.0,5.4999999999999995e-05,12602.676010180825,(7-),IT=100
204Ptp,78,204,3,3193.0,1.46e-07,4747583.428492775,(10+),IT=100
204Aum,79,204,1,3816.0,2.1e-06,330070.08598092635,16+#,IT=100
204Tlm,81,204,1,1104.1,6.17e-05,11234.152035007217,7+,IT=100
204Tln,81,204,2,2319.0,2.6e-06,266595.0694461328,12-,IT=100
204Tlp,81,204,3,4391.6,4.2e-07,1650350.4299046316,18+,IT=100
204Tlq,81,204,4,6239.4,9.000000000000001e-08,7701635.339554947,22-,IT=100
204Pbm,82,204,1,1274.13,2.65e-07,2615649.737962058,4+,IT=100
204Pbn,82,204,2,2185.88,4015.8,0.00017260500536877963,9-,IT=100
204Pbp,82,204,3,2264.42,4.900000000000001e-07,1414586.0827753984,7-,IT=100
204Bim,83,204,1,805.5,0.013000000000000001,53.319013889226554,10-,IT=100
204Bin,83,204,2,2833.4,0.00107,647.8011033270517,17+,IT=100
204Pom,84,204,1,1639.03,1.586e-07,4370410.974526767,8+,IT=100
204Atm,85,204,1,587.3,0.108,6.418029449629123,10-,IT=100
